Subj	target	domain	age_c	age_c2	InputFile
s011	self	social	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s011_t2_con_0002.nii
s011	other	academic	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s011_t2_con_0003.nii
s011	other	social	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s011_t2_con_0004.nii
s014	self	academic	-3.08667564937495	9.52756656444427	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s014_t1_con_0001.nii
s014	self	social	-3.08667564937495	9.52756656444427	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s014_t1_con_0002.nii
s014	other	academic	-3.08667564937495	9.52756656444427	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s014_t1_con_0003.nii
s014	other	social	-3.08667564937495	9.52756656444427	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s014_t1_con_0004.nii
s015	self	academic	-3.24025001871398	10.4992201837759	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s015_t1_con_0001.nii
s015	self	social	-3.24025001871398	10.4992201837759	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s015_t1_con_0002.nii
s015	other	academic	-3.24025001871398	10.4992201837759	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s015_t1_con_0003.nii
s015	other	social	-3.24025001871398	10.4992201837759	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s015_t1_con_0004.nii
s016	self	academic	-2.5081967213115	6.29105079279775	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t1_con_0001.nii
s016	self	social	-2.5081967213115	6.29105079279775	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t1_con_0002.nii
s016	other	academic	-2.5081967213115	6.29105079279775	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t1_con_0003.nii
s016	other	social	-2.5081967213115	6.29105079279775	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t1_con_0004.nii
s016	self	academic	-0.416438356164401	0.173420904484908	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t2_con_0001.nii
s016	self	social	-0.416438356164401	0.173420904484908	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t2_con_0002.nii
s016	other	academic	-0.416438356164401	0.173420904484908	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t2_con_0003.nii
s016	other	social	-0.416438356164401	0.173420904484908	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t2_con_0004.nii
s016	self	academic	3.6602739726027	13.3976055545127	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t3_con_0001.nii
s016	self	social	3.6602739726027	13.3976055545127	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t3_con_0002.nii
s016	other	academic	3.6602739726027	13.3976055545127	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t3_con_0003.nii
s016	other	social	3.6602739726027	13.3976055545127	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s016_t3_con_0004.nii
s017	self	academic	0.342465753424699	0.117282792268747	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s017_t2_con_0001.nii
s017	self	social	0.342465753424699	0.117282792268747	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s017_t2_con_0002.nii
s017	other	academic	0.342465753424699	0.117282792268747	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s017_t2_con_0003.nii
s017	other	social	0.342465753424699	0.117282792268747	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s017_t2_con_0004.nii
s018	self	academic	-3.18785837263268	10.1624410039643	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t1_con_0001.nii
s018	self	social	-3.18785837263268	10.1624410039643	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t1_con_0002.nii
s018	other	academic	-3.18785837263268	10.1624410039643	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t1_con_0003.nii
s018	other	social	-3.18785837263268	10.1624410039643	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t1_con_0004.nii
s018	self	academic	0.1013698630137	0.0102758491274162	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t2_con_0001.nii
s018	self	social	0.1013698630137	0.0102758491274162	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t2_con_0002.nii
s018	other	academic	0.1013698630137	0.0102758491274162	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t2_con_0003.nii
s018	other	social	0.1013698630137	0.0102758491274162	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t2_con_0004.nii
s018	self	academic	3.4602739726027	11.9734959654717	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t3_con_0001.nii
s018	self	social	3.4602739726027	11.9734959654717	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t3_con_0002.nii
s018	other	academic	3.4602739726027	11.9734959654717	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t3_con_0003.nii
s018	other	social	3.4602739726027	11.9734959654717	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s018_t3_con_0004.nii
s019	self	academic	-2.7431693989071	7.52497835110034	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t1_con_0001.nii
s019	self	social	-2.7431693989071	7.52497835110034	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t1_con_0002.nii
s019	other	academic	-2.7431693989071	7.52497835110034	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t1_con_0003.nii
s019	other	social	-2.7431693989071	7.52497835110034	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t1_con_0004.nii
s019	self	academic	0.0465753424658004	0.00216926252580659	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t2_con_0001.nii
s019	self	social	0.0465753424658004	0.00216926252580659	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t2_con_0002.nii
s019	other	academic	0.0465753424658004	0.00216926252580659	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t2_con_0003.nii
s019	other	social	0.0465753424658004	0.00216926252580659	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t2_con_0004.nii
s019	self	academic	3.5315068493151	12.4715406267595	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t3_con_0001.nii
s019	self	social	3.5315068493151	12.4715406267595	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t3_con_0002.nii
s019	other	academic	3.5315068493151	12.4715406267595	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t3_con_0003.nii
s019	other	social	3.5315068493151	12.4715406267595	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s019_t3_con_0004.nii
s020	self	academic	-2.9918032786885	8.95088685837126	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t1_con_0001.nii
s020	self	social	-2.9918032786885	8.95088685837126	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t1_con_0002.nii
s020	other	academic	-2.9918032786885	8.95088685837126	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t1_con_0003.nii
s020	other	social	-2.9918032786885	8.95088685837126	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t1_con_0004.nii
s020	self	academic	0.0684931506848994	0.00469131169074433	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t2_con_0001.nii
s020	self	social	0.0684931506848994	0.00469131169074433	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t2_con_0002.nii
s020	other	academic	0.0684931506848994	0.00469131169074433	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t2_con_0003.nii
s020	other	social	0.0684931506848994	0.00469131169074433	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s020_t2_con_0004.nii
s022	self	academic	-3.21560745564788	10.3401313088182	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t1_con_0001.nii
s022	self	social	-3.21560745564788	10.3401313088182	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t1_con_0002.nii
s022	other	academic	-3.21560745564788	10.3401313088182	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t1_con_0003.nii
s022	other	social	-3.21560745564788	10.3401313088182	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t1_con_0004.nii
s022	self	academic	-0.3945205479452	0.155646462750981	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t2_con_0001.nii
s022	self	social	-0.3945205479452	0.155646462750981	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t2_con_0002.nii
s022	other	academic	-0.3945205479452	0.155646462750981	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t2_con_0003.nii
s022	other	social	-0.3945205479452	0.155646462750981	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t2_con_0004.nii
s022	self	academic	2.9315068493151	8.59373240758135	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t3_con_0001.nii
s022	self	social	2.9315068493151	8.59373240758135	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t3_con_0002.nii
s022	other	academic	2.9315068493151	8.59373240758135	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t3_con_0003.nii
s022	other	social	2.9315068493151	8.59373240758135	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s022_t3_con_0004.nii
s023	self	academic	-3.29227487087357	10.8390738253856	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t1_con_0001.nii
s023	self	social	-3.29227487087357	10.8390738253856	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t1_con_0002.nii
s023	other	academic	-3.29227487087357	10.8390738253856	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t1_con_0003.nii
s023	other	social	-3.29227487087357	10.8390738253856	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t1_con_0004.nii
s023	self	academic	-0.197260273972599	0.0389116156877449	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t2_con_0001.nii
s023	self	social	-0.197260273972599	0.0389116156877449	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t2_con_0002.nii
s023	other	academic	-0.197260273972599	0.0389116156877449	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t2_con_0003.nii
s023	other	social	-0.197260273972599	0.0389116156877449	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t2_con_0004.nii
s023	self	academic	2.9205479452055	8.52960030024407	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t3_con_0001.nii
s023	self	social	2.9205479452055	8.52960030024407	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t3_con_0002.nii
s023	other	academic	2.9205479452055	8.52960030024407	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t3_con_0003.nii
s023	other	social	2.9205479452055	8.52960030024407	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s023_t3_con_0004.nii
s024	self	academic	-3.14441949247698	9.88737394466918	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t1_con_0001.nii
s024	self	social	-3.14441949247698	9.88737394466918	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t1_con_0002.nii
s024	other	academic	-3.14441949247698	9.88737394466918	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t1_con_0003.nii
s024	other	social	-3.14441949247698	9.88737394466918	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t1_con_0004.nii
s024	self	academic	0.683449359981999	0.467103027659804	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t2_con_0001.nii
s024	self	social	0.683449359981999	0.467103027659804	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t2_con_0002.nii
s024	other	academic	0.683449359981999	0.467103027659804	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t2_con_0003.nii
s024	other	social	0.683449359981999	0.467103027659804	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t2_con_0004.nii
s024	self	academic	3.4356164383562	11.8034603115033	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t3_con_0001.nii
s024	self	social	3.4356164383562	11.8034603115033	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t3_con_0002.nii
s024	other	academic	3.4356164383562	11.8034603115033	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t3_con_0003.nii
s024	other	social	3.4356164383562	11.8034603115033	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s024_t3_con_0004.nii
s025	self	academic	-3.09496968335953	9.57883734091459	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s025_t1_con_0001.nii
s025	self	social	-3.09496968335953	9.57883734091459	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s025_t1_con_0002.nii
s025	other	academic	-3.09496968335953	9.57883734091459	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s025_t1_con_0003.nii
s025	other	social	-3.09496968335953	9.57883734091459	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s025_t1_con_0004.nii
s027	self	academic	-2.3852459016393	5.68939801128708	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s027_t1_con_0001.nii
s027	self	social	-2.3852459016393	5.68939801128708	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s027_t1_con_0002.nii
s027	other	academic	-2.3852459016393	5.68939801128708	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s027_t1_con_0003.nii
s027	other	social	-2.3852459016393	5.68939801128708	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s027_t1_con_0004.nii
s028	self	academic	-3.04347630810689	9.26274803800794	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s028_t1_con_0001.nii
s028	self	social	-3.04347630810689	9.26274803800794	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s028_t1_con_0002.nii
s028	other	academic	-3.04347630810689	9.26274803800794	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s028_t1_con_0003.nii
s028	other	social	-3.04347630810689	9.26274803800794	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s028_t1_con_0004.nii
s029	self	academic	-2.9398907103825	8.64295738899332	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t1_con_0001.nii
s029	self	social	-2.9398907103825	8.64295738899332	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t1_con_0002.nii
s029	other	academic	-2.9398907103825	8.64295738899332	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t1_con_0003.nii
s029	other	social	-2.9398907103825	8.64295738899332	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t1_con_0004.nii
s029	self	academic	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t2_con_0001.nii
s029	self	social	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t2_con_0002.nii
s029	other	academic	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t2_con_0003.nii
s029	other	social	-0.0794520547944995	0.00631262901106814	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t2_con_0004.nii
s029	self	academic	3.2986301369863	10.8809607806343	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t3_con_0001.nii
s029	self	social	3.2986301369863	10.8809607806343	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t3_con_0002.nii
s029	other	academic	3.2986301369863	10.8809607806343	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t3_con_0003.nii
s029	other	social	3.2986301369863	10.8809607806343	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s029_t3_con_0004.nii
s030	self	academic	-3.51366120218579	12.3458150437457	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t1_con_0001.nii
s030	self	social	-3.51366120218579	12.3458150437457	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t1_con_0002.nii
s030	other	academic	-3.51366120218579	12.3458150437457	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t1_con_0003.nii
s030	other	social	-3.51366120218579	12.3458150437457	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t1_con_0004.nii
s030	self	academic	0.1775956284153	0.0315402072322255	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t2_con_0001.nii
s030	self	social	0.1775956284153	0.0315402072322255	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t2_con_0002.nii
s030	other	academic	0.1775956284153	0.0315402072322255	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t2_con_0003.nii
s030	other	social	0.1775956284153	0.0315402072322255	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t2_con_0004.nii
s030	self	academic	3.241095890411	10.5047025708391	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t3_con_0001.nii
s030	self	social	3.241095890411	10.5047025708391	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t3_con_0002.nii
s030	other	academic	3.241095890411	10.5047025708391	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t3_con_0003.nii
s030	other	social	3.241095890411	10.5047025708391	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s030_t3_con_0004.nii
s031	self	academic	-3.04337150984355	9.26211014692741	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s031_t1_con_0001.nii
s031	self	social	-3.04337150984355	9.26211014692741	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s031_t1_con_0002.nii
s031	other	academic	-3.04337150984355	9.26211014692741	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s031_t1_con_0003.nii
s031	other	social	-3.04337150984355	9.26211014692741	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s031_t1_con_0004.nii
s032	self	academic	-3.45901639344262	11.9647944101048	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t1_con_0001.nii
s032	self	social	-3.45901639344262	11.9647944101048	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t1_con_0002.nii
s032	other	academic	-3.45901639344262	11.9647944101048	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t1_con_0003.nii
s032	other	social	-3.45901639344262	11.9647944101048	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t1_con_0004.nii
s032	self	academic	0.188524590163899	0.0355415210964662	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t2_con_0001.nii
s032	self	social	0.188524590163899	0.0355415210964662	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t2_con_0002.nii
s032	other	academic	0.188524590163899	0.0355415210964662	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t2_con_0003.nii
s032	other	social	0.188524590163899	0.0355415210964662	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t2_con_0004.nii
s032	self	academic	1.8986301369863	3.60479639707262	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t3_con_0001.nii
s032	self	social	1.8986301369863	3.60479639707262	/projects/dsnlab/SFIC_Self3/analysis/rx/LME_FX/s032_t3_con_0002.nii
